StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent-prolific,prolific_id,country_residence,hiring_experience,recommend-scale,open-form-explain,fit,quit,easy-to-manage,team-player,attention-binary-qs,gender,gender _3_TEXT,age,education,geography,work-experience,employment-status,employment-status _7_TEXT,specific-occupation,specific-occupation_6_TEXT,followup-jobtitle,followup-other,followup-other_1_TEXT,followup-other_2_TEXT,feedback,PROLIFIC_PID,resumes_randomization_DO_male-employee,resumes_randomization_DO_female-founder,resumes_randomization_DO_female-employee,resumes_randomization_DO_male-founder,specific-questions_DO_quit,specific-questions_DO_fit,specific-questions_DO_team-player,specific-questions_DO_easy-to-manage
2021-11-25T12:30:55Z,2021-11-25T12:34:26Z,IP Address,47.40.96.251,100,210,TRUE,2021-11-25T12:34:26Z,R_1CmeciGORP0FUpR,NA,NA,NA,NA,45.891998291015625,-123.96720123291016,anonymous,EN,I consent,57c725d89a5f4f0001f661bd,United States,Yes,Probably recommend,Has a good overall experience in marketing.,A moderately good fit,Likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,47,Associate or Bachelor's degree,West,More than 20 years,Working,NA,Type name here:,Clatsop County,Help Desk Technician,NA,NA,NA,NA,57c725d89a5f4f0001f661bd,NA,1,NA,NA,4,2,1,3
2021-11-25T12:25:52Z,2021-11-25T12:34:57Z,IP Address,107.206.136.24,100,544,TRUE,2021-11-25T12:34:57Z,R_2VCqX6HWGhJWvLH,NA,NA,NA,NA,25.78729248046875,-80.156402587890625,anonymous,EN,I consent,5eb02a40b17a8c0868685d32,United States,Yes,"Might or
might not recommend","I would be a bit skeptical. The candidate seems smart. After a 2 year experience as an employee , the candidate cofounded a company (after a 2 year gap). Then the candidate seeks job elsewhere and leaves that project? That is a red flag. The candidate could be very smart and probably has an entrepreneurial spirit but I am not sure the candidate would be a good fit in a company working as an employee  under a boss. I would also worry the candidate would not be a long term investment.",A moderately bad fit,Very likely,Not very easy,A moderately bad team player,"Yes, an ex-founder",Female,NA,46,Master's degree,South,10–20 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,I work as the IT director of a company and manage the IT team under the CTO,NA,5eb02a40b17a8c0868685d32,NA,1,NA,NA,2,1,3,4
2021-11-25T12:32:34Z,2021-11-25T12:36:15Z,IP Address,69.227.24.194,100,220,TRUE,2021-11-25T12:36:15Z,R_2rqLHdZ6j2cnTrU,NA,NA,NA,NA,32.389495849609375,-89.9561996459961,anonymous,EN,I consent,60e4e8766d008bb56bcc3853,United States,Yes,Very probably recommend,"Candidate has solid education, and several years of strong experience in her designated field.",A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,42,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,"TNA Real Estate, LLC",Property Manager,NA,NA,NA,No,60e4e8766d008bb56bcc3853,NA,1,NA,NA,1,4,3,2
2021-11-25T12:27:01Z,2021-11-25T12:36:18Z,IP Address,174.84.103.96,100,556,TRUE,2021-11-25T12:36:18Z,R_AcizCh6s7Z5NO37,NA,NA,NA,NA,43.582000732421875,-83.87300109863281,anonymous,EN,I consent,614dee533a453a96facba70b,United States,Yes,"Might or
might not recommend","It looks like he's in business, which can be good because that means he's savvy enough to start a business. It can also be bad, because he may devote the best of his time and effort to his own thing. He also lists an achievement with no real context, with the million dollar campaign he ran resulting in a 7% regional sales increase. That doesn't sound like a good deal to me. Also, his technical knowledge is vague. I might talk to him, but I don't know if I would hire him.",A moderately bad fit,Very likely,Not very easy,A slightly good team player,"Yes, an ex-founder",Male,NA,51,"Some college, no degree",Midwest,More than 20 years,Working,NA,Type name here:,Outdoor Adventures,Collections Supervisor,NA,NA,NA,NA,614dee533a453a96facba70b,NA,NA,NA,1,3,2,1,4
2021-11-25T12:30:36Z,2021-11-25T12:36:35Z,IP Address,71.112.187.205,100,359,TRUE,2021-11-25T12:36:35Z,R_YY547HV4vnNttJf,NA,NA,NA,NA,40.503692626953125,-80.06829833984375,anonymous,EN,I consent,60ace8b3da6d010153e9b706,United States,Yes,"Might or
might not recommend","It seems like he has solid experience, but the most recent job on his resume doesn't list specific accomplishments. It seems vague. I also wonder why he wants to leave the company he started.",Neither a bad nor a good fit,Likely,"Definitely
not easy",A neither good nor bad team player,"Yes, an ex-founder",Female,NA,37,Master's degree,West,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Tech,NA,I felt uncomfortable being asked to name my employer. Not sure why that's needed or relevant.,60ace8b3da6d010153e9b706,NA,NA,NA,1,2,3,1,4
2021-11-25T12:36:01Z,2021-11-25T12:36:38Z,IP Address,24.115.79.216,100,36,TRUE,2021-11-25T12:36:38Z,R_w0jxEh09vVnM9y1,NA,NA,NA,NA,40.73680114746094,-75.61669921875,anonymous,EN,I consent,5fadf5e96dca762321e01668,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5fadf5e96dca762321e01668,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:31:55Z,2021-11-25T12:37:10Z,IP Address,174.100.1.33,100,315,TRUE,2021-11-25T12:37:10Z,R_2Xcko1pKyYGHTmi,NA,NA,NA,NA,42.07530212402344,-80.06710052490234,anonymous,EN,I consent,614f6bad672ef7cf5ecfd965,United States,Yes,Very probably recommend,good candidate,A moderately good fit,Not likely,Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Male,NA,64,Associate or Bachelor's degree,Northeast,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Information Technology,NA,NA,614f6bad672ef7cf5ecfd965,1,NA,NA,NA,2,3,1,4
2021-11-25T12:31:18Z,2021-11-25T12:37:11Z,IP Address,107.207.241.178,100,353,TRUE,2021-11-25T12:37:11Z,R_2VQRGH7qkuSAzsx,NA,NA,NA,NA,37.211700439453125,-93.29900360107422,anonymous,EN,I consent,610c35b435b38d01814c62bb,United States,Yes,Probably not recommend,By the resume layout alone it seems to be very basic for someone who has many qualifications in programs. It is not the same throughout as well in layout such as a long paragraph in the bullet points to sort sentences (as it should be.) The resume is just a bit to generic and not sorted to the applied position.,A moderately good fit,"Might or
might not quit",Very easy,A slightly good team player,"No, not an ex-founder",Female,NA,27,"Some college, no degree",Midwest,5–10 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,610c35b435b38d01814c62bb,NA,NA,NA,1,3,4,1,2
2021-11-25T12:33:04Z,2021-11-25T12:37:17Z,IP Address,173.63.61.15,100,253,TRUE,2021-11-25T12:37:18Z,R_OlHrSmt1mh5hqi5,NA,NA,NA,NA,40.926605224609375,-74.18180084228516,anonymous,EN,I consent,5c2fcd716ea6880001dc8e3d,United States,Yes,Very probably recommend,"They seem quite established in some ways, I have a gut feeling they would be perfect fors ome jobs. I don't think anything is terrible about their resume personally. We've hired people with worse on theirs. They turned out wonderful.",A slightly good fit,Not very likely,Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,58,High school degree,Northeast,More than 20 years,Working,NA,Type name here:,Janice,cashier,NA,NA,NA,"I hope you didn't mean the name of the company, I was confused on that.",5c2fcd716ea6880001dc8e3d,1,NA,NA,NA,2,3,1,4
2021-11-25T12:34:07Z,2021-11-25T12:37:57Z,IP Address,99.135.181.121,100,229,TRUE,2021-11-25T12:37:57Z,R_2YSqMaIDMpsh26a,NA,NA,NA,NA,30.210693359375,-97.94270324707031,anonymous,EN,I consent,59014a56baa70f0001ea4c3b,United States,Yes,Very probably recommend,"She had a degree on marketing, has relevant experience in marketing, and has stayed at her previous jobs for several years.",A moderately good fit,Not likely,Very easy,A moderately good team player,"No, not an ex-founder",Male,NA,38,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Randalls,Operations Manager,NA,NA,NA,NA,59014a56baa70f0001ea4c3b,NA,NA,1,NA,4,1,3,2
2021-11-25T12:35:00Z,2021-11-25T12:38:15Z,IP Address,173.94.97.125,100,194,TRUE,2021-11-25T12:38:15Z,R_3RaYJJyChL518vv,NA,NA,NA,NA,36.1824951171875,-79.810302734375,anonymous,EN,I consent,59d1e366faf42e00012b6c1c,United States,Yes,"Might or
might not recommend",I would have to have an in person interview before making that decision,Neither a bad nor a good fit,Likely,Neither easy nor difficult,A slightly bad team player,"Yes, an ex-founder",Female,NA,54,High school degree,South,More than 20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,59d1e366faf42e00012b6c1c,1,NA,NA,NA,1,2,4,3
2021-11-25T12:31:02Z,2021-11-25T12:39:32Z,IP Address,104.218.65.77,100,510,TRUE,2021-11-25T12:39:33Z,R_3em1rELoMw76QVU,NA,NA,NA,NA,40.78419494628906,-96.64610290527344,anonymous,EN,I consent,614fda4ec57d13d0b2f7d6e0,United States,Yes,Not very probably recommend,"He lists his work email instead of personal, he's the CEO so that seems odd. He has a 2 year employment gap  and worked different positions at the same time at Best buy.  So either he's lying or he's not very detail oriented.",Neither a bad nor a good fit,"Might or
might not quit",Not easy,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,35,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Type name here:,Self,Consultant Dietitian,NA,NA,NA,NA,614fda4ec57d13d0b2f7d6e0,NA,NA,NA,1,2,4,1,3
2021-11-25T12:22:35Z,2021-11-25T12:39:54Z,IP Address,73.77.159.151,100,1038,TRUE,2021-11-25T12:39:54Z,R_2BgGtfMH7eTwQ9n,NA,NA,NA,NA,29.6824951171875,-95.200897216796875,anonymous,EN,I consent,5e532bad158f1d33b3473072,United States,Yes,Definitely will recommend,Lots of positive successful experience; showed a moving up and forward history; and who doesnt want a baker around,A moderately good fit,Likely,Easy,An extremely good team player,"No, not an ex-founder",Female,NA,45,"Some college, no degree",South,More than 20 years,Working,NA,Type name here:,Main 101,Server Bar Lead,NA,NA,NA,None,5e532bad158f1d33b3473072,NA,1,NA,NA,2,4,1,3
2021-11-25T12:34:47Z,2021-11-25T12:39:57Z,IP Address,50.25.28.54,100,309,TRUE,2021-11-25T12:39:57Z,R_2R2IDoa4TA7uXIt,NA,NA,NA,NA,38.975494384765625,-80.2406997680664,anonymous,EN,I consent,5dd5e27fe25acf59990e1adf,United States,Yes,Probably recommend,it looked like a good resume with regard to experience and education,A slightly good fit,"Might or
might not quit",Easy,A slightly good team player,"No, not an ex-founder",Male,NA,33,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,peoples bank,sales manager,NA,NA,NA,no,5dd5e27fe25acf59990e1adf,1,NA,NA,NA,1,2,3,4
2021-11-25T12:33:16Z,2021-11-25T12:40:02Z,IP Address,24.1.8.11,100,405,TRUE,2021-11-25T12:40:02Z,R_2ds7grzzgX1IyUC,NA,NA,NA,NA,42.09919738769531,-88.2927017211914,anonymous,EN,I consent,60c2b160526d0ae3b07ca006,United States,Yes,Very probably recommend,good experience in the field.,A slightly good fit,Very likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,30,Master's degree,Midwest,5–10 years,Working,NA,Type name here:,Anonimous,manager,NA,NA,NA,very good study,60c2b160526d0ae3b07ca006,NA,1,NA,NA,2,3,1,4
2021-11-25T12:34:58Z,2021-11-25T12:40:08Z,IP Address,68.54.241.80,100,310,TRUE,2021-11-25T12:40:08Z,R_31ABb9sjmMwNc76,NA,NA,NA,NA,42.568603515625,-83.066802978515625,anonymous,EN,I consent,5eaaa3dd401ccb01e69eadc8,United States,Yes,"Might or
might not recommend","Not clear from the resume what their actual work related to marketing vs managing people and other tasks really is. There’s only one line related to successful marketing campaigns, making me question their experience.",A moderately bad fit,Not likely,Not easy,A slightly good team player,"Yes, an ex-founder",Male,NA,40,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Type name here:,CIBC,Software Architect,NA,NA,NA,NA,5eaaa3dd401ccb01e69eadc8,NA,NA,NA,1,2,3,4,1
2021-11-25T12:37:47Z,2021-11-25T12:40:43Z,IP Address,71.65.91.97,100,176,TRUE,2021-11-25T12:40:43Z,R_26eZZBwFtbS8IsK,NA,NA,NA,NA,39.02349853515625,-84.20829772949219,anonymous,EN,I consent,6111535477f8632ee162925b,United States,Yes,Very probably recommend,"Well organized resume, seems to have experience in marketing and college degree",A slightly good fit,"Definitely
will quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,40,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Finance,NA,NA,6111535477f8632ee162925b,NA,1,NA,NA,4,2,1,3
2021-11-25T12:38:10Z,2021-11-25T12:40:53Z,IP Address,98.122.174.157,100,162,TRUE,2021-11-25T12:40:54Z,R_29bvzGLWM4avJTy,NA,NA,NA,NA,35.717803955078125,-78.8427963256836,anonymous,EN,I consent,5f17043c8ad8cb033bf27c0f,United States,Yes,Probably recommend,He has a good background. I like that he co founded a company.,A slightly good fit,"Might or
might not quit",Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,36,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Green Horizon,Warehouse Manager,NA,NA,NA,NA,5f17043c8ad8cb033bf27c0f,NA,NA,NA,1,1,3,4,2
2021-11-25T12:32:03Z,2021-11-25T12:41:07Z,IP Address,174.197.202.139,100,544,TRUE,2021-11-25T12:41:07Z,R_21AtZJQ50JFubq5,NA,NA,NA,NA,43.005401611328125,-75.05280303955078,anonymous,EN,I consent,614e7ad7ff5a0d785d5e550a,United States,Yes,Very probably recommend,She seems to have a lot of experience in marketing. She worked her way up from an entry level position to a managerial position in less than 10 years. She has a varied background. She has been in responsible roles and made a good impact on her prior companies. She has stayed with companies for a long time.,An extremely good fit,Not likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,65,Master's degree,Northeast,More than 20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,I enjoyed reading the resume and providing my opinions on the candidate ... just like at my prior job.,614e7ad7ff5a0d785d5e550a,NA,NA,1,NA,1,3,2,4
2021-11-25T12:36:33Z,2021-11-25T12:41:10Z,IP Address,35.137.68.27,100,277,TRUE,2021-11-25T12:41:10Z,R_31v04qzzUbats0V,NA,NA,NA,NA,28.2987060546875,-82.69020080566406,anonymous,EN,I consent,61648926203a75191ac318e0,United States,Yes,Very probably recommend,She has the education and tons of experience with verifiable results. She has managed successful marketing initiatives. Sehe has simple but wholesome hobbies. She seems all around good without the benefit of meeting her in person.,A moderately good fit,Not very likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,65,"Some college, no degree",South,More than 20 years,Other:,retired,NA,NA,NA,NA,NA,NA,It was most interesting and a bit perplexing to make a decision based on just a resume...eye-opening,61648926203a75191ac318e0,NA,NA,1,NA,2,4,1,3
2021-11-25T12:35:58Z,2021-11-25T12:41:23Z,IP Address,73.216.21.82,100,325,TRUE,2021-11-25T12:41:23Z,R_2wp0UvgHuEv0IsO,NA,NA,NA,NA,37.27589416503906,-79.88390350341797,anonymous,EN,I consent,600e373ea7a2226d059a4a98,United States,Yes,Very probably recommend,"most of their resume seemed great, especially their time at best buy and fusion digital, I did not really see any red flags either.",A moderately good fit,Likely,Neither easy nor difficult,An extremely good team player,"No, not an ex-founder",Female,NA,20,"Some college, no degree",West,Less than 5 years,Working,NA,Type name here:,Artistic Designs LLC,illustrator and manager,NA,NA,NA,I thought it was great!,600e373ea7a2226d059a4a98,NA,1,NA,NA,2,1,4,3
2021-11-25T12:40:25Z,2021-11-25T12:42:08Z,IP Address,99.102.143.192,100,102,TRUE,2021-11-25T12:42:08Z,R_1o2dhP03gYfkS5z,NA,NA,NA,NA,33.933197021484375,-83.35359954833984,anonymous,EN,I consent,568899d9d7848e0005399c6b,United States,Yes,Very probably recommend,"She has some experience in marketing. She also likes soccer, which I also like.",A moderately good fit,Not likely,Very easy,A moderately good team player,"No, not an ex-founder",Male,NA,39,PhD degree,South,10–20 years,Working,NA,Type name here:,a school,educator,NA,NA,NA,NA,568899d9d7848e0005399c6b,NA,NA,1,NA,2,1,3,4
2021-11-25T12:35:42Z,2021-11-25T12:42:11Z,IP Address,70.130.170.173,100,389,TRUE,2021-11-25T12:42:11Z,R_2dNmTIZe72ayMiZ,NA,NA,NA,NA,35.165496826171875,-101.88569641113281,anonymous,EN,I consent,604d30608a006f75f4f9c9d0,United States,Yes,"Might or
might not recommend",Guyt feel is person is over stating his ability to do jobs. I would have to ask more questions and watch body actions.,A moderately bad fit,Very likely,Not very easy,A slightly bad team player,"Yes, an ex-founder",Male,NA,68,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Does not apply / Other,NA,NA,"If not self-employed, describe what you do and with whom you work with:",NA,Parts delivery driver now that I am retired,No,604d30608a006f75f4f9c9d0,NA,NA,NA,1,4,3,1,2
2021-11-25T12:39:43Z,2021-11-25T12:42:14Z,IP Address,68.132.26.126,100,150,TRUE,2021-11-25T12:42:14Z,R_YSSFpFpWT1xc6VX,NA,NA,NA,NA,40.54679870605469,-74.1803970336914,anonymous,EN,I consent,574f762b93dcfe00069f38c1,United States,Yes,Probably recommend,"Candidate appears to be a fairly well rounded individual.  May not be capable of handling very large complex projects, but seems to be able to competently contribute.",A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,40,Master's degree,Northeast,10–20 years,Working,NA,Type name here:,ESRT,Junior Assistant Property Manager,NA,NA,NA,No,574f762b93dcfe00069f38c1,NA,NA,1,NA,2,3,1,4
2021-11-25T12:38:33Z,2021-11-25T12:42:23Z,IP Address,73.152.80.5,100,229,TRUE,2021-11-25T12:42:23Z,R_AsNlR5EBOnn4VcR,NA,NA,NA,NA,37.55029296875,-77.39420318603516,anonymous,EN,I consent,615e2e8dd0ed49b725398dc0,United States,Yes,"Might or
might not recommend",some gaps in employment,A slightly good fit,"Might or
might not quit",Easy,A neither good nor bad team player,"No, not an ex-founder",Female,NA,32,Master's degree,Northeast,10–20 years,Working,NA,Type name here:,School System,school psychologist,NA,NA,NA,No,615e2e8dd0ed49b725398dc0,1,NA,NA,NA,3,1,2,4
2021-11-25T12:39:05Z,2021-11-25T12:42:23Z,IP Address,173.49.86.87,100,197,TRUE,2021-11-25T12:42:23Z,R_21pjgAPHtFLOyKM,NA,NA,NA,NA,39.97920227050781,-75.127899169921875,anonymous,EN,I consent,5d0ac7504d57690017a355ef,United States,Yes,Very probably recommend,Her experience working with teams and improving performance at companies makes her a good candidate.,A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,37,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,Red Cross,I.T. manager,NA,NA,NA,NA,5d0ac7504d57690017a355ef,NA,NA,1,NA,2,3,1,4
2021-11-25T12:36:48Z,2021-11-25T12:42:30Z,IP Address,172.56.6.33,100,342,TRUE,2021-11-25T12:42:31Z,R_12Q3vWZmmHFlqtA,NA,NA,NA,NA,32.779693603515625,-96.80220031738281,anonymous,EN,I consent,5ff5f6c52171e10f72d3610c,United States,Yes,Probably recommend,She has plenty of experience as a director of marketing and has important skills for a marketing position,A moderately good fit,"Might or
might not quit",Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,31,Master's degree,South,10–20 years,Working,NA,Type name here:,JC Land,Senior accountant,NA,NA,NA,NA,5ff5f6c52171e10f72d3610c,NA,NA,1,NA,2,1,3,4
2021-11-25T12:40:18Z,2021-11-25T12:42:52Z,IP Address,74.76.85.159,100,153,TRUE,2021-11-25T12:42:52Z,R_2y7albOLNyhwAz8,NA,NA,NA,NA,42.89179992675781,-73.35639953613281,anonymous,EN,I consent,61109a2a9fe8f8484647ed14,United States,Yes,Probably recommend,"He seems to have a very strong background in the field that would make him a proficient candidate, but I need to know more about his personality to make sure he would be a good fit. That’s why I said probably.",A moderately good fit,Not very likely,Not easy,A moderately good team player,"No, not an ex-founder",Female,NA,33,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,Maximus,Training Manager,NA,NA,NA,NA,61109a2a9fe8f8484647ed14,1,NA,NA,NA,4,2,1,3
2021-11-25T12:40:27Z,2021-11-25T12:42:55Z,IP Address,96.250.237.40,100,147,TRUE,2021-11-25T12:42:55Z,R_32JkPeiHt51E1We,NA,NA,NA,NA,40.72349548339844,-73.70210266113281,anonymous,EN,I consent,60fd5818ca3355de7e2d90d1,United States,Yes,Definitely will recommend,"Years of experience, education and ability to move up the ladder.",Neither a bad nor a good fit,"Definitely
will quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Female,NA,41,Master's degree,Northeast,10–20 years,Working,NA,Type name here:,NYC DOE,Teacher,NA,NA,NA,NA,60fd5818ca3355de7e2d90d1,NA,1,NA,NA,2,4,1,3
2021-11-25T12:39:52Z,2021-11-25T12:42:59Z,IP Address,206.146.87.245,100,187,TRUE,2021-11-25T12:42:59Z,R_3oSM6PT0ZYStLIf,NA,NA,NA,NA,44.21080017089844,-92.66190338134766,anonymous,EN,I consent,60a2abc7d14eb0935100dd31,United States,Yes,Very probably recommend,Started own successful business,A slightly good fit,Not very likely,Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,46,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Type name here:,self employed,owner,NA,NA,NA,no,60a2abc7d14eb0935100dd31,NA,NA,NA,1,3,2,4,1
2021-11-25T12:39:03Z,2021-11-25T12:43:10Z,IP Address,68.226.27.249,100,246,TRUE,2021-11-25T12:43:10Z,R_1OMFweUaIdIguBW,NA,NA,NA,NA,33.33489990234375,-111.81700134277344,anonymous,EN,I consent,5a454e442f91ec0001dcb66c,United States,Yes,Very probably recommend,"While he had his first job at Best Buy for only two years, he was promoted during that time.  He stayed at his current job for a number of years and has experience from the beginning to the end of a marketing campaign and has managed others in a team environment.",A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,49,Associate or Bachelor's degree,West,More than 20 years,Working,NA,Type name here:,Small art and photography retailer.,Creative Team Manager,NA,NA,NA,Thank you - very clear and well written,5a454e442f91ec0001dcb66c,1,NA,NA,NA,2,4,3,1
2021-11-25T12:39:53Z,2021-11-25T12:43:48Z,IP Address,152.22.53.27,100,235,TRUE,2021-11-25T12:43:49Z,R_1N3moN84Oozv1WR,NA,NA,NA,NA,35.91450500488281,-78.92250061035156,anonymous,EN,I consent,5ddef2e6929d5de6f1050f1c,United States,Yes,Probably recommend,She seems to be competent and talented.,A slightly good fit,"Might or
might not quit",Easy,A slightly good team player,"Yes, an ex-founder",Male,NA,60,Master's degree,South,More than 20 years,Working,NA,Type name here:,Iredell-Statesville Schools,Teacher/Coach,NA,NA,NA,no,5ddef2e6929d5de6f1050f1c,NA,1,NA,NA,3,1,4,2
2021-11-25T12:36:13Z,2021-11-25T12:43:56Z,IP Address,98.212.15.228,100,462,TRUE,2021-11-25T12:43:56Z,R_YY7kVrTlAG1iutP,NA,NA,NA,NA,41.50390625,-88.21520233154297,anonymous,EN,I consent,5588d7b8fdf99b304dd47e83,United States,Yes,Probably recommend,She co-founded a company. She has strong experience and skills.,An extremely good fit,Not very likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,40,Associate or Bachelor's degree,Midwest,More than 20 years,Working,NA,Type name here:,Associated Press,editor,NA,NA,NA,NA,5588d7b8fdf99b304dd47e83,NA,1,NA,NA,1,3,2,4
2021-11-25T12:39:29Z,2021-11-25T12:44:03Z,IP Address,73.23.236.133,100,274,TRUE,2021-11-25T12:44:04Z,R_1cTUOHgBTPqw7kd,NA,NA,NA,NA,26.536697387695312,-81.9446029663086,anonymous,EN,I consent,5e87206614560f0118569c49,United States,Yes,Probably recommend,She has a wealth of relevant experience running her own business.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Female,NA,49,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Greensite Engineering,President,NA,NA,NA,NA,5e87206614560f0118569c49,NA,1,NA,NA,2,4,1,3
2021-11-25T12:41:41Z,2021-11-25T12:44:27Z,IP Address,65.190.151.116,100,166,TRUE,2021-11-25T12:44:27Z,R_r7TqVl0FDd4Pgg9,NA,NA,NA,NA,35.63529968261719,-78.45030212402344,anonymous,EN,I consent,5e5e9f949ec7440200735db7,United States,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e5e9f949ec7440200735db7,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25T12:40:32Z,2021-11-25T12:44:56Z,IP Address,73.87.136.84,100,264,TRUE,2021-11-25T12:44:57Z,R_3R4pwLL706LBWah,NA,NA,NA,NA,38.81550598144531,-77.12049865722656,anonymous,EN,I consent,5f989fa02b5a611b2df1a305,United States,Yes,Very probably recommend,"he seems educated and experienced and has been in the industry a while, in different roles",An extremely good fit,"Might or
might not quit",Neither easy nor difficult,An extremely good team player,"Yes, an ex-founder",Female,NA,46,Master's degree,South,10–20 years,Working,NA,Type name here:,Disney,editor,NA,NA,NA,"Why say ""ex-founder""? The ""ex"" part seems misleading here. Yes, he was a founder of a company, but ""ex"" makes it sound very peculiar.",5f989fa02b5a611b2df1a305,NA,NA,NA,1,3,1,2,4
2021-11-25T12:38:48Z,2021-11-25T12:44:59Z,IP Address,216.8.43.65,100,370,TRUE,2021-11-25T12:45:00Z,R_2rpUy76XQtLgPJc,NA,NA,NA,NA,34.81329345703125,-85.49590301513672,anonymous,EN,I consent,5ef9df1812148a78af8e76dc,United States,Yes,"Might or
might not recommend",Would need to interview them in person to be able to provide a recommendation,A moderately bad fit,Likely,Not very easy,A moderately bad team player,"No, not an ex-founder",Male,NA,34,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Self-Employed,Project Manager,NA,NA,NA,NA,5ef9df1812148a78af8e76dc,NA,NA,1,NA,4,3,2,1
2021-11-25T12:38:59Z,2021-11-25T12:45:08Z,IP Address,73.18.224.136,100,369,TRUE,2021-11-25T12:45:08Z,R_1mq4oDtw5WkIgZM,NA,NA,NA,NA,42.60020446777344,-83.00330352783203,anonymous,EN,I consent,5e71538a5a6f13000be49db8,United States,Yes,Definitely will recommend,Prospect appears very qualified. Listed specific accomplishments and increase in career responsibilities. He seems to be on an upward trajectory and knows how to market.,An extremely good fit,"Might or
might not quit",Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Male,NA,33,Master's degree,Midwest,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Education,NA,N.A,5e71538a5a6f13000be49db8,NA,NA,NA,1,2,1,4,3
2021-11-25T12:38:38Z,2021-11-25T12:45:33Z,IP Address,107.4.228.15,100,414,TRUE,2021-11-25T12:45:33Z,R_23eJsrtNoKtcA23,NA,NA,NA,NA,45.04350280761719,-93.482696533203125,anonymous,EN,I consent,61517db6a7589569521b2356,United States,Yes,Very probably recommend,The candidate has progressively more responsibility including supervisory duties.  However I am concerned about the employment gap on the resume,A moderately good fit,Not likely,Easy,A neither good nor bad team player,"No, not an ex-founder",Male,NA,60,Master's degree,Midwest,More than 20 years,With a job but not at work,NA,Type name here:,State of Minnesota,Coordinator,NA,NA,NA,NA,61517db6a7589569521b2356,1,NA,NA,NA,3,4,1,2
